soil_moisture,rainfall,rainfall_24h,slope_angle,tilt_rate,factor_of_safety,synthetic_risk_probability,hazard_label,hazard_tier
27.81,0.0,29.86,29.64,0.0114,1.2,0.506,1,HIGH
68.21,27.65,59.79,17.11,0.0282,1.44,0.8251,1,CRITICAL
69.22,57.18,61.07,30.32,0.0816,0.83,0.9906,1,CRITICAL
29.67,10.34,27.22,33.83,-0.033,1.04,0.5887,1,HIGH
49.96,41.4,47.92,14.04,0.0435,2.07,0.1358,0,LOW
80.33,34.49,67.67,30.62,0.0642,0.74,0.9937,1,CRITICAL
34.03,24.33,45.18,36.59,0.0447,0.94,0.7922,1,CRITICAL
60.9,35.58,50.7,19.53,0.0489,1.36,0.8792,1,CRITICAL
26.14,40.21,65.33,39.71,0.0303,0.93,0.767,1,CRITICAL
46.17,26.82,38.35,30.93,0.0962,0.99,0.9511,1,CRITICAL
32.29,33.17,68.92,23.06,0.0457,1.48,0.6205,1,HIGH
49.45,28.5,66.43,27.61,0.085,1.07,0.9359,1,CRITICAL
68.97,34.52,72.3,31.91,0.0832,0.79,0.9937,1,CRITICAL
45.74,38.54,73.1,28.53,0.0543,1.08,0.887,1,CRITICAL
44.42,20.38,37.78,31.77,0.061,0.98,0.8868,1,CRITICAL
27.84,25.48,25.18,21.56,0.0132,1.64,0.1025,0,LOW
78.05,40.95,66.8,29.19,0.0737,0.79,0.992,1,CRITICAL
84.94,48.15,72.17,18.1,0.0406,1.16,0.9748,1,CRITICAL
54.25,30.81,48.98,27.22,0.0439,1.05,0.8585,1,CRITICAL
86.33,38.0,81.92,21.67,0.0742,0.96,0.9958,1,CRITICAL
63.2,30.76,50.99,22.85,-0.0435,1.14,0.8773,1,CRITICAL
12.85,11.81,17.5,36.65,0.0312,1.1,0.2561,0,HIGH
23.37,21.36,22.94,35.64,0.0144,1.04,0.4452,0,HIGH
35.77,14.88,42.61,32.26,0.0282,1.04,0.7122,1,HIGH
58.29,45.48,109.8,20.35,0.0436,1.34,0.9343,1,CRITICAL
17.32,16.64,24.79,25.79,0.0061,1.49,0.113,0,LOW
53.2,34.06,50.88,36.49,0.0484,0.81,0.9286,1,CRITICAL
70.77,36.31,63.5,28.99,0.0558,0.85,0.989,1,CRITICAL
39.7,33.17,54.81,44.24,0.0354,0.77,0.9181,1,CRITICAL
50.59,33.74,41.59,30.75,0.0258,0.96,0.8815,1,CRITICAL
55.76,51.1,92.81,29.34,0.0569,0.96,0.9882,1,CRITICAL
54.66,28.32,51.85,25.84,0.0433,1.09,0.9309,1,CRITICAL
37.27,22.07,35.46,28.93,0.0269,1.14,0.6616,1,HIGH
64.41,51.59,106.31,26.93,0.0626,0.96,0.9806,1,CRITICAL
38.01,41.45,71.61,32.96,0.0513,1.0,0.8521,1,CRITICAL
51.21,33.18,56.37,34.7,0.038,0.86,0.9607,1,CRITICAL
44.69,37.99,36.03,22.5,0.0288,1.36,0.5161,1,HIGH
38.21,27.78,51.27,18.68,0.0142,1.73,0.1962,0,LOW
51.98,30.63,47.72,15.15,0.1052,1.89,0.4584,0,MODERATE
73.77,49.02,66.39,31.56,0.0528,0.77,0.9912,1,CRITICAL
18.04,1.84,17.03,20.28,0.0224,1.88,0.053,0,LOW
45.32,42.18,47.37,12.93,0.0209,2.35,0.0677,0,LOW
22.18,40.57,38.21,30.72,0.01,1.21,0.3259,0,MODERATE
17.88,11.16,19.09,45.45,0.0056,0.88,0.5451,1,CRITICAL
29.42,33.86,65.42,27.96,0.0247,1.25,0.5864,1,HIGH
77.71,55.52,65.41,33.87,0.0817,0.69,0.997,1,CRITICAL
51.37,33.23,42.12,28.57,0.0212,1.02,0.8425,1,CRITICAL
38.0,28.36,45.91,27.31,-0.0342,1.2,0.6118,1,HIGH
34.97,48.09,56.37,34.43,0.0386,0.98,0.8922,1,CRITICAL
60.03,69.57,93.93,25.97,-0.0534,1.04,0.9725,1,CRITICAL
49.14,33.34,61.17,29.87,0.0311,1.0,0.8865,1,CRITICAL
37.18,22.34,33.09,30.25,0.0494,1.09,0.7651,1,CRITICAL
21.93,50.51,74.57,23.32,0.0181,1.59,0.2064,0,LOW
28.14,36.46,60.3,34.94,0.0215,1.02,0.7548,1,CRITICAL
77.82,25.05,64.93,26.78,0.0623,0.86,0.9891,1,CRITICAL
52.12,23.0,53.97,22.71,-0.025,1.27,0.6998,1,HIGH
32.59,9.36,38.24,31.76,0.0229,1.08,0.8039,1,CRITICAL
56.93,37.51,54.31,21.71,0.0231,1.27,0.7236,1,HIGH
64.92,56.69,114.23,28.2,0.1441,0.92,0.9981,1,CRITICAL
34.86,19.21,28.81,27.94,0.0183,1.2,0.5059,1,HIGH
39.98,46.39,46.79,35.6,0.1276,0.92,0.9571,1,CRITICAL
44.11,37.52,38.73,31.32,0.0251,1.0,0.7872,1,CRITICAL
25.42,0.57,31.57,27.82,0.0139,1.3,0.2198,0,MODERATE
51.24,25.43,63.69,33.72,0.0736,0.88,0.9853,1,CRITICAL
27.41,7.94,26.17,37.73,0.015,0.96,0.5764,1,CRITICAL
19.43,2.13,23.04,31.9,0.0132,1.19,0.2858,0,HIGH
27.57,23.8,67.22,28.07,0.0186,1.27,0.6978,1,HIGH
50.0,36.79,61.5,18.82,0.066,1.55,0.6501,1,HIGH
30.85,29.51,37.44,20.54,0.0092,1.68,0.1979,0,LOW
40.71,31.34,36.34,25.86,0.0349,1.23,0.6902,1,HIGH
43.94,21.33,43.46,23.73,-0.0267,1.3,0.4481,0,MODERATE
23.02,21.72,40.73,26.69,0.0093,1.38,0.2275,0,MODERATE
89.89,62.17,97.68,28.4,0.0831,0.72,0.9988,1,CRITICAL
38.34,19.84,34.88,31.71,0.0553,1.03,0.8218,1,CRITICAL
62.39,47.82,66.18,27.51,0.0582,0.96,0.9705,1,CRITICAL
42.93,25.81,35.84,31.41,0.0335,1.01,0.7717,1,CRITICAL
66.8,28.51,53.8,28.45,0.0427,0.9,0.9584,1,CRITICAL
70.18,22.28,68.07,14.17,0.0267,1.7,0.6497,1,HIGH
53.42,42.92,46.55,21.42,0.0348,1.33,0.8446,1,CRITICAL
17.24,2.15,15.02,26.99,0.0164,1.43,0.0994,0,MODERATE
77.63,52.62,81.74,19.53,-0.0608,1.16,0.9743,1,CRITICAL
32.15,2.47,36.06,32.2,0.0193,1.07,0.6225,1,HIGH
22.99,25.24,42.26,38.72,0.0776,0.97,0.7413,1,CRITICAL
65.05,42.04,68.4,36.53,-0.0552,0.73,0.9895,1,CRITICAL
48.36,36.48,58.32,26.51,0.0262,1.13,0.7496,1,HIGH
49.45,57.18,45.07,38.44,0.0659,0.8,0.9436,1,CRITICAL
33.43,12.48,31.33,29.04,0.0258,1.17,0.4565,0,HIGH
67.61,48.92,67.86,25.64,0.0451,0.98,0.9466,1,CRITICAL
25.15,19.31,23.47,23.71,0.0262,1.52,0.2552,0,MODERATE
48.23,31.57,63.92,25.88,0.0356,1.16,0.8688,1,CRITICAL
22.93,25.72,29.44,25.28,0.006,1.46,0.2103,0,LOW
65.89,32.3,56.57,29.19,0.0521,0.88,0.9806,1,CRITICAL
85.09,58.43,82.79,29.12,0.0726,0.74,0.9969,1,CRITICAL
56.65,72.91,88.84,28.02,0.0488,1.0,0.9656,1,CRITICAL
27.53,15.5,23.31,31.06,0.0105,1.15,0.491,0,HIGH
63.35,28.64,52.42,36.33,0.0499,0.74,0.9886,1,CRITICAL
39.52,46.2,59.47,34.65,0.0279,0.94,0.8064,1,CRITICAL
31.24,30.01,26.73,17.61,0.0371,1.95,0.1663,0,LOW
40.21,10.83,32.77,12.0,0.0176,2.64,0.0055,0,LOW
17.93,7.93,20.76,34.54,0.0095,1.12,0.28,0,HIGH
77.22,49.48,71.21,18.43,0.0512,1.23,0.9609,1,CRITICAL
42.31,26.57,46.49,26.43,0.0418,1.19,0.7641,1,CRITICAL
54.9,23.18,54.54,19.81,0.034,1.41,0.8343,1,CRITICAL
80.02,65.81,100.68,15.39,0.0447,1.43,0.9676,1,CRITICAL
75.25,56.01,82.16,31.79,0.0673,0.75,0.9955,1,CRITICAL
34.31,50.23,89.29,33.31,0.0635,1.02,0.9477,1,CRITICAL
46.71,28.86,47.07,23.96,0.0216,1.26,0.7001,1,HIGH
30.71,9.77,25.89,12.0,-0.0035,2.86,0.0014,0,LOW
69.14,50.25,102.01,24.18,-0.0723,1.02,0.9907,1,CRITICAL
74.1,30.64,59.35,30.74,0.0476,0.78,0.9872,1,CRITICAL
18.98,23.32,37.63,17.65,0.0748,2.14,0.0414,0,LOW
78.44,23.19,63.23,29.28,0.079,0.78,0.9963,1,CRITICAL
26.2,21.22,42.44,27.89,0.0244,1.29,0.4116,0,MODERATE
44.95,47.47,77.65,32.06,0.0642,0.97,0.9302,1,CRITICAL
20.09,26.03,23.47,28.84,0.0141,1.31,0.1741,0,MODERATE
54.35,25.44,47.61,21.19,0.0416,1.33,0.7979,1,CRITICAL
25.62,2.15,24.35,36.38,0.0232,1.01,0.6507,1,HIGH
36.05,21.3,38.99,26.89,0.013,1.23,0.5549,1,HIGH
46.85,18.51,40.29,27.81,0.0621,1.09,0.8889,1,CRITICAL
15.37,22.96,29.06,21.47,0.0328,1.82,0.0444,0,LOW
57.14,28.18,52.6,24.9,0.0709,1.11,0.9383,1,CRITICAL
12.49,0.0,15.85,21.81,0.0212,1.83,0.0289,0,LOW
35.22,59.39,37.45,26.79,0.0197,1.25,0.4911,0,MODERATE
59.42,36.99,59.27,39.98,-0.0504,0.71,0.9805,1,CRITICAL
66.83,34.35,55.76,18.4,0.0258,1.36,0.784,1,CRITICAL
36.08,12.98,47.32,16.71,0.0119,1.97,0.1054,0,LOW
24.32,16.33,51.63,38.3,0.0198,0.97,0.6071,1,CRITICAL
48.99,25.52,44.07,26.53,0.0311,1.12,0.7262,1,HIGH
59.69,33.8,50.73,23.32,0.0408,1.16,0.8571,1,CRITICAL
54.66,46.12,65.17,35.28,0.0475,0.82,0.9765,1,CRITICAL
44.66,25.64,38.77,23.76,0.0257,1.29,0.6375,1,HIGH
73.73,23.91,59.62,40.78,0.066,0.62,0.9898,1,CRITICAL
38.83,2.28,45.55,32.75,0.0372,1.0,0.8502,1,CRITICAL
41.98,21.62,37.7,24.58,0.0799,1.28,0.7812,1,CRITICAL
39.93,15.53,34.78,43.1,0.0375,0.78,0.8812,1,CRITICAL
57.22,50.8,105.71,23.76,0.0488,1.16,0.9544,1,CRITICAL
42.78,31.92,39.4,33.19,0.0284,0.96,0.7519,1,CRITICAL
80.69,44.01,99.61,30.1,-0.1027,0.75,0.9985,1,CRITICAL
74.8,43.84,62.79,37.11,0.0698,0.66,0.9917,1,CRITICAL
47.35,24.01,63.52,38.93,0.0843,0.8,0.9746,1,CRITICAL
16.94,15.75,24.01,28.22,0.0047,1.37,0.1361,0,MODERATE
74.96,46.06,61.2,22.73,0.0399,1.03,0.9749,1,CRITICAL
61.27,37.93,68.86,31.22,0.0476,0.87,0.9741,1,CRITICAL
19.83,46.45,49.26,23.26,0.0295,1.62,0.2114,0,LOW
65.22,52.08,54.84,42.09,0.0613,0.65,0.984,1,CRITICAL
16.27,21.82,32.42,28.96,0.0073,1.34,0.1848,0,MODERATE
19.92,20.27,24.77,25.44,0.0092,1.48,0.1548,0,LOW
39.65,42.26,52.75,29.29,0.0315,1.1,0.8436,1,CRITICAL
94.35,62.0,94.25,18.57,-0.1384,1.02,0.9981,1,CRITICAL
31.16,19.57,25.33,21.2,0.0124,1.62,0.1095,0,LOW
74.83,32.45,62.82,36.4,0.0596,0.67,0.9945,1,CRITICAL
76.97,25.8,71.13,23.4,0.053,0.98,0.9904,1,CRITICAL
28.91,24.38,63.8,20.67,0.0183,1.69,0.2274,0,LOW
56.77,54.84,51.7,31.76,0.0436,0.89,0.9281,1,CRITICAL
75.76,48.51,75.47,36.3,0.0786,0.67,0.9948,1,CRITICAL
61.72,27.28,49.56,33.03,0.0512,0.82,0.9722,1,CRITICAL
21.55,34.15,35.86,34.97,-0.0459,1.08,0.6376,1,HIGH
17.17,9.06,27.6,22.7,0.0069,1.69,0.057,0,LOW
69.74,50.61,74.64,18.05,0.0571,1.35,0.9011,1,CRITICAL
35.53,38.98,63.68,38.51,-0.0738,0.89,0.9581,1,CRITICAL
58.41,34.06,49.11,25.74,0.0316,1.06,0.8855,1,CRITICAL
34.45,15.9,32.11,26.24,0.0115,1.28,0.4584,0,MODERATE
36.5,57.09,111.22,37.3,0.0764,0.9,0.9556,1,CRITICAL
39.75,12.38,34.35,31.89,0.0326,1.02,0.8361,1,CRITICAL
31.12,18.58,44.02,31.19,0.0178,1.11,0.5469,1,HIGH
56.09,38.51,64.24,43.16,-0.0607,0.69,0.9903,1,CRITICAL
61.19,24.15,66.18,23.5,-0.0447,1.13,0.9432,1,CRITICAL
28.36,3.46,26.56,34.49,0.0115,1.03,0.4121,0,HIGH
29.08,17.49,26.9,28.4,0.0262,1.24,0.4484,0,MODERATE
71.19,42.77,73.42,29.88,-0.0696,0.82,0.9949,1,CRITICAL
27.22,16.82,24.87,38.7,0.0415,0.94,0.6665,1,CRITICAL
53.8,35.13,59.29,31.55,0.0461,0.91,0.971,1,CRITICAL
77.27,68.38,71.99,31.77,0.0717,0.74,0.9955,1,CRITICAL
25.79,18.04,27.96,35.51,0.023,1.03,0.6741,1,HIGH
35.79,16.6,33.99,25.45,0.0151,1.3,0.4485,0,MODERATE
34.11,43.92,71.51,22.13,0.0393,1.52,0.4938,0,MODERATE
38.11,34.88,41.13,20.69,0.0271,1.57,0.4709,0,MODERATE
48.82,30.35,51.41,14.24,-0.0393,2.07,0.2028,0,LOW
32.52,49.29,70.73,42.39,0.0545,0.84,0.9238,1,CRITICAL
58.69,41.68,62.86,20.28,0.0402,1.34,0.8528,1,CRITICAL
59.55,54.18,95.14,26.45,-0.0526,1.03,0.9663,1,CRITICAL
43.68,23.09,36.63,26.06,0.0516,1.19,0.7692,1,CRITICAL
29.14,46.85,51.43,30.15,-0.0219,1.17,0.6809,1,HIGH
69.43,39.44,61.68,33.71,0.0981,0.75,0.9939,1,CRITICAL
46.37,27.37,62.04,34.02,0.0403,0.91,0.9038,1,CRITICAL
19.02,23.35,44.25,23.92,0.0091,1.58,0.0954,0,LOW
26.1,0.0,25.63,26.83,0.0384,1.34,0.3631,0,MODERATE
42.7,26.6,42.05,29.98,0.0417,1.05,0.7786,1,CRITICAL
35.41,41.77,47.75,26.26,0.0379,1.27,0.4953,0,MODERATE
28.93,1.41,24.71,39.25,0.0108,0.92,0.5223,1,CRITICAL
39.96,33.36,53.1,31.44,0.054,1.03,0.9105,1,CRITICAL
26.4,23.58,22.87,33.14,0.0203,1.09,0.4705,0,HIGH
49.38,56.74,76.39,32.64,0.0506,0.92,0.9575,1,CRITICAL
38.57,34.22,35.71,36.21,-0.0533,0.91,0.8305,1,CRITICAL
51.17,13.59,53.79,29.27,0.0433,1.0,0.8948,1,CRITICAL
47.22,28.84,39.65,18.92,-0.014,1.58,0.2979,0,MODERATE
61.14,17.12,53.62,30.8,0.0447,0.88,0.9584,1,CRITICAL
52.68,19.96,49.91,23.44,0.0357,1.22,0.7019,1,HIGH
54.31,40.29,53.46,24.3,0.0578,1.16,0.9279,1,CRITICAL
50.88,26.0,40.7,32.1,-0.0271,0.92,0.8885,1,CRITICAL
52.49,52.22,74.92,36.67,0.0718,0.81,0.9826,1,CRITICAL
56.87,18.08,45.61,28.15,0.0485,0.99,0.9475,1,CRITICAL
47.57,50.94,60.34,30.16,0.0309,1.0,0.9154,1,CRITICAL
86.15,53.96,78.46,39.92,0.0902,0.56,0.9986,1,CRITICAL
45.95,37.63,47.89,29.69,0.0348,1.03,0.8762,1,CRITICAL
16.96,0.0,17.07,46.21,0.0278,0.87,0.6244,1,CRITICAL
29.94,34.5,37.97,31.96,-0.0242,1.1,0.6269,1,HIGH
52.02,28.74,53.17,15.67,0.0396,1.83,0.4434,0,MODERATE
46.63,17.89,40.0,33.27,0.0353,0.92,0.9089,1,CRITICAL
43.57,29.62,38.94,30.67,-0.0332,1.02,0.8497,1,CRITICAL
17.65,14.93,15.16,37.03,0.0037,1.05,0.4308,0,HIGH
54.07,18.1,44.29,32.71,-0.0275,0.88,0.9206,1,CRITICAL
20.36,30.46,16.5,27.03,0.0224,1.39,0.1896,0,MODERATE
74.59,56.19,63.41,19.43,0.0522,1.2,0.9651,1,CRITICAL
35.16,33.17,45.2,26.54,0.0258,1.26,0.5456,1,HIGH
54.51,33.89,49.31,22.05,-0.0331,1.28,0.8055,1,CRITICAL
32.72,22.78,32.47,23.94,-0.0228,1.42,0.2867,0,MODERATE
12.98,0.0,12.51,32.12,0.0034,1.24,0.0769,0,MODERATE
26.91,21.76,34.38,39.69,0.0288,0.92,0.7547,1,CRITICAL
41.38,24.63,39.39,30.76,-0.0265,1.04,0.6586,1,HIGH
16.96,12.53,30.49,19.63,-0.0172,1.96,0.0243,0,LOW
81.87,48.38,85.79,31.11,0.0853,0.72,0.9982,1,CRITICAL
45.62,5.99,49.67,36.38,0.0491,0.86,0.9478,1,CRITICAL
39.1,10.7,36.12,23.73,-0.0169,1.36,0.5397,1,HIGH
68.26,48.38,65.27,27.06,0.0472,0.93,0.9495,1,CRITICAL
41.21,39.7,37.32,28.1,0.0219,1.13,0.7027,1,HIGH
59.09,39.92,82.25,22.51,-0.058,1.2,0.9371,1,CRITICAL
22.41,25.67,39.74,32.54,0.0181,1.14,0.5501,1,HIGH
66.77,49.15,63.61,27.15,-0.0414,0.94,0.9806,1,CRITICAL
25.8,37.47,71.12,30.94,0.0801,1.17,0.7536,1,CRITICAL
41.85,33.97,45.35,21.79,0.024,1.44,0.4735,0,MODERATE
48.14,26.36,44.49,24.94,0.0195,1.2,0.7701,1,CRITICAL
69.37,46.1,57.0,33.06,0.0602,0.76,0.9858,1,CRITICAL
52.49,19.43,53.76,25.39,0.044,1.13,0.929,1,CRITICAL
60.26,35.6,77.74,40.09,0.073,0.7,0.9904,1,CRITICAL
34.92,37.7,58.17,25.2,0.0327,1.33,0.5619,1,HIGH
62.87,39.49,64.21,29.57,0.0426,0.9,0.9538,1,CRITICAL
57.54,31.56,53.53,34.53,-0.0423,0.82,0.9642,1,CRITICAL
25.28,27.35,35.98,18.07,0.0081,1.99,0.0135,0,LOW
54.54,29.8,65.17,15.67,0.0259,1.79,0.3901,0,MODERATE
28.25,4.64,30.56,17.32,0.0174,2.03,0.0608,0,LOW
48.66,24.18,48.63,36.84,0.0378,0.83,0.8952,1,CRITICAL
78.25,43.95,79.72,24.14,0.0637,0.94,0.9829,1,CRITICAL
55.12,42.46,75.49,45.91,0.0741,0.66,0.9936,1,CRITICAL
52.14,51.81,65.19,24.05,-0.033,1.2,0.8965,1,CRITICAL
44.53,29.28,35.97,29.29,0.018,1.06,0.6418,1,HIGH
45.43,28.33,38.34,38.79,-0.0269,0.81,0.9416,1,CRITICAL
17.75,27.98,42.93,42.04,0.014,0.94,0.6191,1,CRITICAL
38.08,30.09,57.38,42.43,0.0493,0.8,0.9523,1,CRITICAL
54.07,21.84,50.64,36.46,0.059,0.8,0.9574,1,CRITICAL
22.21,6.59,30.93,35.17,-0.0272,1.06,0.6549,1,HIGH
54.26,40.36,78.85,32.15,-0.0613,0.89,0.9723,1,CRITICAL
54.24,47.43,79.77,33.45,0.0538,0.86,0.9716,1,CRITICAL
20.25,11.92,39.12,24.14,0.025,1.56,0.1925,0,LOW
67.4,36.16,57.45,22.27,0.0427,1.12,0.9292,1,CRITICAL
19.48,19.2,35.24,27.98,0.0071,1.35,0.1394,0,MODERATE
31.37,12.04,26.7,26.81,-0.0432,1.28,0.5024,1,HIGH
28.45,45.47,56.42,24.83,-0.0145,1.42,0.3287,0,MODERATE
36.94,0.0,31.98,32.87,0.0234,1.01,0.6555,1,HIGH
38.2,24.27,46.84,34.69,0.0315,0.95,0.8841,1,CRITICAL
63.69,15.53,65.09,28.62,0.0668,0.92,0.9905,1,CRITICAL
58.29,43.87,69.14,38.34,0.0881,0.74,0.9869,1,CRITICAL
75.27,50.97,72.24,20.01,0.0784,1.16,0.9801,1,CRITICAL
30.15,1.52,25.04,26.64,0.0194,1.31,0.3134,0,MODERATE
37.26,16.67,48.16,22.98,0.0308,1.42,0.6736,1,HIGH
12.33,0.0,17.11,14.93,0.0024,2.67,0.0015,0,LOW
16.73,12.14,19.17,27.42,0.013,1.41,0.183,0,MODERATE
52.78,65.02,114.05,27.15,0.0887,1.06,0.9895,1,CRITICAL
75.91,41.68,74.12,38.59,-0.0815,0.63,0.9971,1,CRITICAL
33.5,23.57,45.41,32.42,-0.0175,1.05,0.6683,1,HIGH
80.36,35.56,75.5,20.83,0.0455,1.06,0.9882,1,CRITICAL
21.63,34.93,39.35,40.98,0.02,0.93,0.7015,1,CRITICAL
36.54,32.81,50.15,36.55,0.0264,0.92,0.7868,1,CRITICAL
31.72,13.01,41.44,32.07,0.0215,1.08,0.58,1,HIGH
46.74,70.27,128.79,26.41,0.0591,1.15,0.9595,1,CRITICAL
55.9,23.65,53.96,21.28,0.0272,1.31,0.8318,1,CRITICAL
31.99,40.44,43.97,25.39,-0.0133,1.35,0.5158,1,HIGH
89.96,64.68,95.94,35.62,-0.1346,0.59,0.9998,1,CRITICAL
57.12,30.4,52.77,41.19,0.0591,0.71,0.9743,1,CRITICAL
23.1,33.66,27.65,38.8,0.0229,0.97,0.5958,1,CRITICAL
22.47,56.62,70.17,24.58,0.0269,1.5,0.3064,0,MODERATE
51.52,22.72,41.71,20.16,0.022,1.43,0.5479,1,HIGH
13.53,6.06,16.95,28.99,0.0282,1.37,0.2186,0,MODERATE
80.58,41.05,74.45,15.62,0.0711,1.4,0.9579,1,CRITICAL
55.4,17.08,44.34,30.26,0.0249,0.94,0.9373,1,CRITICAL
47.99,61.02,72.8,26.97,0.0326,1.11,0.8587,1,CRITICAL
35.03,9.79,33.08,24.74,0.0264,1.35,0.4921,0,MODERATE
45.54,33.22,40.9,16.84,-0.0145,1.8,0.1666,0,LOW
43.13,43.06,60.25,31.6,0.0638,1.0,0.8604,1,CRITICAL
74.33,35.56,64.35,24.27,0.0552,0.97,0.9718,1,CRITICAL
35.71,44.89,44.65,19.81,0.0174,1.67,0.218,0,LOW
22.48,10.71,43.83,12.0,0.012,3.06,0.002,0,LOW
30.72,28.1,48.17,27.81,0.0313,1.25,0.5183,1,HIGH
49.13,32.4,62.15,40.41,0.0434,0.77,0.9592,1,CRITICAL
38.78,29.06,32.42,39.63,0.0488,0.84,0.9015,1,CRITICAL
27.79,17.62,23.48,24.8,0.0055,1.43,0.1607,0,MODERATE
23.08,0.0,23.96,23.78,0.0623,1.54,0.2304,0,LOW
44.43,34.05,36.1,31.28,0.0195,1.0,0.7888,1,CRITICAL
33.08,26.98,36.88,21.01,0.0289,1.61,0.2096,0,LOW
33.38,10.19,34.24,30.11,-0.0121,1.13,0.3897,0,HIGH
56.62,31.01,57.51,33.36,0.0447,0.85,0.9517,1,CRITICAL
28.9,4.07,28.45,36.59,0.025,0.98,0.6965,1,CRITICAL
56.13,31.22,54.88,27.3,0.0291,1.03,0.9214,1,CRITICAL
65.2,36.47,58.27,26.57,0.0424,0.97,0.9738,1,CRITICAL
49.64,22.44,42.97,21.85,0.021,1.35,0.7101,1,HIGH
20.01,14.53,31.73,22.21,0.015,1.69,0.0632,0,LOW
41.84,14.03,50.26,26.41,0.0291,1.2,0.6565,1,HIGH
46.02,41.37,63.33,30.57,0.0528,1.0,0.9013,1,CRITICAL
50.58,23.73,71.63,34.4,0.0435,0.87,0.9551,1,CRITICAL
21.38,21.54,35.39,22.38,0.0069,1.66,0.0754,0,LOW
64.0,23.2,68.65,38.45,0.064,0.7,0.9896,1,CRITICAL
76.13,37.57,61.78,26.1,0.0737,0.89,0.9856,1,CRITICAL
21.52,11.31,18.96,27.85,0.0328,1.34,0.3223,0,MODERATE
26.79,31.96,46.55,22.77,0.0218,1.56,0.1741,0,LOW
36.6,28.58,33.25,12.0,0.0378,2.73,0.0055,0,LOW
23.44,25.68,25.34,34.19,0.0313,1.08,0.5635,1,HIGH
16.36,0.0,15.44,33.16,0.0077,1.18,0.2805,0,HIGH
65.45,32.79,55.61,26.03,0.0344,0.99,0.9438,1,CRITICAL
21.24,43.75,39.4,28.47,0.0133,1.31,0.3594,0,MODERATE
77.43,41.09,66.5,31.61,-0.0581,0.74,0.9946,1,CRITICAL
20.91,7.09,25.67,17.06,0.0177,2.18,0.0305,0,LOW
61.93,30.41,52.01,24.3,-0.0393,1.09,0.935,1,CRITICAL
13.1,12.65,27.47,33.56,0.0177,1.19,0.4066,0,HIGH
40.78,19.53,52.16,19.22,0.0168,1.65,0.2949,0,MODERATE
63.82,43.37,57.79,30.05,0.0605,0.88,0.9852,1,CRITICAL
34.02,36.0,50.26,18.5,-0.0191,1.81,0.2218,0,LOW
23.21,0.26,22.68,31.27,0.0151,1.18,0.3382,0,HIGH
21.26,19.87,34.67,27.75,0.0938,1.35,0.5142,1,HIGH
30.15,20.59,43.76,16.69,-0.0123,2.07,0.0371,0,LOW
79.65,53.38,115.66,36.15,0.1185,0.65,0.9994,1,CRITICAL
84.63,28.85,71.67,22.86,0.0631,0.93,0.9876,1,CRITICAL
28.97,2.13,24.65,22.33,0.0372,1.57,0.188,0,LOW
33.39,18.19,31.29,29.4,0.0123,1.16,0.6079,1,HIGH
34.95,13.38,29.93,36.04,0.0325,0.94,0.8055,1,CRITICAL
50.5,16.32,43.19,20.89,0.0528,1.4,0.5142,1,HIGH
62.86,29.91,56.39,28.43,0.0418,0.93,0.9353,1,CRITICAL
86.83,53.96,77.48,31.0,0.0746,0.69,0.9989,1,CRITICAL
36.59,42.2,64.38,32.85,0.0428,1.01,0.9051,1,CRITICAL
60.71,41.12,51.84,29.24,0.0349,0.92,0.935,1,CRITICAL
45.46,51.64,89.88,25.43,0.0419,1.2,0.8203,1,CRITICAL
49.76,54.86,64.73,22.21,0.0579,1.32,0.7657,1,CRITICAL
28.76,36.48,55.0,28.6,0.0285,1.23,0.6159,1,HIGH
41.65,38.97,73.09,20.5,-0.0223,1.53,0.6785,1,HIGH
61.23,42.91,69.97,12.0,0.0231,2.19,0.3212,0,MODERATE
57.26,29.0,69.13,31.06,-0.0558,0.9,0.949,1,CRITICAL
58.75,30.32,55.64,34.33,0.0473,0.81,0.9661,1,CRITICAL
58.33,38.72,57.37,12.0,0.0296,2.25,0.1014,0,LOW
41.25,50.18,73.43,20.93,0.0426,1.51,0.6265,1,HIGH
65.89,31.8,59.84,32.33,0.0523,0.8,0.971,1,CRITICAL
30.71,42.47,25.21,42.4,0.076,0.85,0.8575,1,CRITICAL
46.52,33.56,58.8,28.15,0.0626,1.08,0.879,1,CRITICAL
40.79,10.46,45.41,22.9,-0.0151,1.39,0.511,1,HIGH
45.32,49.07,61.56,26.72,0.0295,1.15,0.7824,1,CRITICAL
46.58,29.14,38.44,37.62,-0.0278,0.83,0.8853,1,CRITICAL
26.35,23.7,35.64,23.48,-0.0104,1.52,0.2091,0,LOW
43.49,18.79,39.06,22.41,0.0183,1.38,0.6294,1,HIGH
52.4,50.11,76.95,24.62,-0.0414,1.17,0.9501,1,CRITICAL
25.0,29.24,21.75,21.33,0.0047,1.69,0.0858,0,LOW
44.22,39.91,63.15,28.86,0.0289,1.08,0.8381,1,CRITICAL
70.29,19.87,57.62,39.37,-0.0547,0.66,0.9941,1,CRITICAL
52.1,0.0,42.06,30.26,0.0228,0.96,0.9134,1,CRITICAL
29.41,20.37,27.55,26.23,0.0169,1.33,0.3929,0,MODERATE
28.04,7.24,28.5,25.96,0.013,1.36,0.1803,0,MODERATE
49.42,31.59,54.31,17.06,0.0564,1.72,0.6003,1,HIGH
90.66,36.7,74.65,34.18,0.0787,0.61,0.9987,1,CRITICAL
